"","Raumordnungsregion Nr","Raumordnungsregion","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",101,"Schleswig-Holstein Mitte",716229,0.645502,4,7,2
"2",102,"Schleswig-Holstein Nord",442490,0.720303,4,8,2
"3",103,"Schleswig-Holstein Ost",412775,0.78763,5,9,3
"4",104,"Schleswig-Holstein Süd",996467,0.441435,2,4,2
"5",105,"Schleswig-Holstein Süd-West",262903,0.739642,4,8,2
"6",201,"Hamburg",1762791,0.362535,1,2,1
"7",301,"Braunschweig",1121836,0.524411,3,5,2
"8",302,"Bremen-Umland",530596,0.598535,3,6,2
"9",303,"Bremerhaven",395673,0.799351,5,9,3
"10",304,"Emsland",450086,0.685994,4,8,2
"11",305,"Göttingen",529356,0.62132,4,7,2
"12",306,"Hamburg-Umland-Süd",604489,0.540989,3,5,2
"13",307,"Hannover",1403515,0.520183,3,5,2
"14",308,"Hildesheim",422367,0.648952,4,7,2
"15",309,"Lüneburg",319383,0.696882,4,8,2
"16",310,"Oldenburg",569972,0.666368,4,7,2
"17",311,"Osnabrück",644397,0.560738,3,6,2
"18",312,"Ost-Friesland",632833,0.8331,5,10,3
"19",313,"Südheide",312357,0.721756,4,8,2
"20",401,"Bremen",551767,0.559712,3,6,2
"21",501,"Aachen",1244202,0.534695,3,5,2
"22",502,"Arnsberg",558303,0.518174,3,5,2
"23",503,"Bielefeld",1587807,0.474049,2,4,2
"24",504,"Bochum/Hagen",1439936,0.54784,3,6,2
"25",505,"Bonn",899739,0.2956,1,1,1
"26",506,"Dortmund",1148865,0.625694,4,7,2
"27",507,"Duisburg/Essen",2197856,0.58599,3,6,2
"28",508,"Düsseldorf",2910434,0.419734,2,3,2
"29",509,"Emscher-Lippe",986760,0.6953,4,8,2
"30",510,"Köln",2217783,0.356583,1,2,1
"31",511,"Münster",1593904,0.427258,2,3,2
"32",512,"Paderborn",441841,0.508375,3,5,2
"33",513,"Siegen",410668,0.424456,2,3,2
"34",601,"Mittelhessen",1029020,0.491968,2,4,2
"35",602,"Nordhessen",864330,0.624226,4,7,2
"36",603,"Osthessen",336720,0.513041,3,5,2
"37",604,"Rhein-Main",2803276,0.299932,1,1,1
"38",605,"Starkenburg",1060542,0.338914,1,2,1
"39",701,"Mittelrhein-Westerwald",1240667,0.595578,3,6,2
"40",702,"Rheinhessen-Nahe",855048,0.454499,2,4,2
"41",703,"Rheinpfalz",876022,0.508089,2,4,2
"42",704,"Trier",521863,0.612335,3,6,2
"43",705,"Westpfalz",517982,0.70574,4,8,2
"44",801,"Bodensee-Oberschwaben",612441,0.35957,1,2,1
"45",802,"Donau-Iller (BW)",500281,0.275296,1,1,1
"46",803,"Franken",877180,0.386857,1,2,1
"47",804,"Hochrhein-Bodensee",664688,0.522894,3,5,2
"48",805,"Mittlerer Oberrhein",1009395,0.266545,1,1,1
"49",806,"Neckar-Alb",682746,0.312066,1,1,1
"50",807,"Nordschwarzwald",580932,0.388585,2,3,2
"51",808,"Ostwürttemberg",437099,0.33628,1,2,1
"52",809,"Schwarzwald-Baar-Heuberg",476635,0.433249,2,3,2
"53",810,"Stuttgart",2694009,0.162745,1,1,1
"54",811,"Südlicher Oberrhein",1050299,0.385946,1,2,1
"55",812,"Unterer Neckar",1130939,0.334676,1,2,1
"56",901,"Allgäu",473900,0.434482,2,4,2
"57",902,"Augsburg",876783,0.406858,2,3,2
"58",903,"Bayerischer Untermain",368884,0.453928,2,4,2
"59",904,"Donau-Iller (BY)",470588,0.41572,2,3,2
"60",905,"Donau-Wald",650121,0.545684,3,6,2
"61",906,"Industrieregion Mittelfranken",1305440,0.329057,1,2,1
"62",907,"Ingolstadt",473290,0.27896,1,1,1
"63",908,"Landshut",430942,0.39741,2,3,2
"64",909,"Main-Rhön",432086,0.509965,3,5,2
"65",910,"München",2804001,0,1,1,1
"66",911,"Oberfranken-Ost",463093,0.547185,3,6,2
"67",912,"Oberfranken-West",592862,0.43541,2,4,2
"68",913,"Oberland",437234,0.275653,1,1,1
"69",914,"Oberpfalz-Nord",498445,0.526125,3,5,2
"70",915,"Regensburg",700811,0.390146,2,3,2
"71",916,"Südostoberbayern",805454,0.394472,2,3,2
"72",917,"Westmittelfranken",409755,0.48698,2,4,2
"73",918,"Würzburg",497879,0.32854,1,2,1
"74",1001,"Saar",989035,0.667472,4,7,2
"75",1101,"Berlin",3469849,0.670185,4,7,2
"76",1201,"Havelland-Fläming",759468,0.647289,4,7,2
"77",1202,"Lausitz-Spreewald",597366,0.719512,4,8,2
"78",1203,"Oderland-Spree",423894,0.770611,5,9,3
"79",1204,"Prignitz-Oberhavel",381334,0.796573,5,9,3
"80",1205,"Uckermark-Barnim",295810,0.850889,5,10,3
"81",1301,"Mecklenburgische Seenplatte",261733,0.885796,5,10,3
"82",1302,"Mittleres Mecklenburg/Rostock",416045,0.79591,5,9,3
"83",1303,"Vorpommern",461167,0.891784,5,10,3
"84",1304,"Westmecklenburg",460193,0.845524,5,10,3
"85",1401,"Oberes Elbtal/Osterzgebirge",1026007,0.611962,3,6,2
"86",1402,"Oberlausitz-Niederschlesien",566758,0.822247,5,9,3
"87",1403,"Südsachsen",1463341,0.75576,4,8,2
"88",1404,"Westsachsen",999168,0.788491,5,9,3
"89",1501,"Altmark",200739,1,5,10,3
"90",1502,"Anhalt-Bitterfeld-Wittenberg",376858,0.908178,5,10,3
"91",1503,"Halle/S.",745089,0.93697,5,10,3
"92",1504,"Magdeburg",912862,0.912407,5,10,3
"93",1601,"Mittelthüringen",666154,0.812638,5,9,3
"94",1602,"Nordthüringen",366855,0.859138,5,10,3
"95",1603,"Ostthüringen",673285,0.7269,4,8,2
"96",1604,"Südthüringen",450465,0.770801,5,9,3
