"","Raumordnungsregion Nr","Raumordnungsregion","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",101,"Schleswig-Holstein Mitte",716229,0.626538,4,7,2
"2",102,"Schleswig-Holstein Nord",442490,0.698145,4,8,2
"3",103,"Schleswig-Holstein Ost",412775,0.736754,5,9,3
"4",104,"Schleswig-Holstein Süd",996467,0.430692,2,4,2
"5",105,"Schleswig-Holstein Süd-West",262903,0.701754,4,8,2
"6",201,"Hamburg",1762791,0.311652,1,2,1
"7",301,"Braunschweig",1121836,0.502655,3,5,2
"8",302,"Bremen-Umland",530596,0.591973,4,7,2
"9",303,"Bremerhaven",395673,0.773238,5,9,3
"10",304,"Emsland",450086,0.664154,4,8,2
"11",305,"Göttingen",529356,0.634531,4,7,2
"12",306,"Hamburg-Umland-Süd",604489,0.493548,3,5,2
"13",307,"Hannover",1403515,0.537768,3,6,2
"14",308,"Hildesheim",422367,0.628012,4,7,2
"15",309,"Lüneburg",319383,0.6668,4,8,2
"16",310,"Oldenburg",569972,0.633342,4,7,2
"17",311,"Osnabrück",644397,0.580491,3,6,2
"18",312,"Ost-Friesland",632833,0.829632,5,10,3
"19",313,"Südheide",312357,0.713435,4,8,2
"20",401,"Bremen",551767,0.497902,3,5,2
"21",501,"Aachen",1244202,0.518571,3,5,2
"22",502,"Arnsberg",558303,0.517313,3,5,2
"23",503,"Bielefeld",1587807,0.4667,2,4,2
"24",504,"Bochum/Hagen",1439936,0.529673,3,5,2
"25",505,"Bonn",899739,0.290799,1,2,1
"26",506,"Dortmund",1148865,0.612187,4,7,2
"27",507,"Duisburg/Essen",2197856,0.562685,3,6,2
"28",508,"Düsseldorf",2910434,0.399471,2,3,2
"29",509,"Emscher-Lippe",986760,0.660705,4,8,2
"30",510,"Köln",2217783,0.347834,1,2,1
"31",511,"Münster",1593904,0.434834,2,4,2
"32",512,"Paderborn",441841,0.499791,3,5,2
"33",513,"Siegen",410668,0.427382,2,4,2
"34",601,"Mittelhessen",1029020,0.456345,2,4,2
"35",602,"Nordhessen",864330,0.558173,3,6,2
"36",603,"Osthessen",336720,0.453207,2,4,2
"37",604,"Rhein-Main",2803276,0.248401,1,1,1
"38",605,"Starkenburg",1060542,0.277829,1,1,1
"39",701,"Mittelrhein-Westerwald",1240667,0.581197,3,6,2
"40",702,"Rheinhessen-Nahe",855048,0.413973,2,3,2
"41",703,"Rheinpfalz",876022,0.487167,3,5,2
"42",704,"Trier",521863,0.579138,3,6,2
"43",705,"Westpfalz",517982,0.629262,4,7,2
"44",801,"Bodensee-Oberschwaben",612441,0.336849,1,2,1
"45",802,"Donau-Iller (BW)",500281,0.258528,1,1,1
"46",803,"Franken",877180,0.367735,1,2,1
"47",804,"Hochrhein-Bodensee",664688,0.482223,2,4,2
"48",805,"Mittlerer Oberrhein",1009395,0.248622,1,1,1
"49",806,"Neckar-Alb",682746,0.287177,1,1,1
"50",807,"Nordschwarzwald",580932,0.378467,2,3,2
"51",808,"Ostwürttemberg",437099,0.303232,1,2,1
"52",809,"Schwarzwald-Baar-Heuberg",476635,0.405672,2,3,2
"53",810,"Stuttgart",2694009,0.134899,1,1,1
"54",811,"Südlicher Oberrhein",1050299,0.375331,1,2,1
"55",812,"Unterer Neckar",1130939,0.297632,1,2,1
"56",901,"Allgäu",473900,0.418766,2,4,2
"57",902,"Augsburg",876783,0.391987,2,3,2
"58",903,"Bayerischer Untermain",368884,0.412382,2,3,2
"59",904,"Donau-Iller (BY)",470588,0.390936,2,3,2
"60",905,"Donau-Wald",650121,0.543484,3,6,2
"61",906,"Industrieregion Mittelfranken",1305440,0.322295,1,2,1
"62",907,"Ingolstadt",473290,0.24875,1,1,1
"63",908,"Landshut",430942,0.403489,2,3,2
"64",909,"Main-Rhön",432086,0.519268,3,5,2
"65",910,"München",2804001,0,1,1,1
"66",911,"Oberfranken-Ost",463093,0.535573,3,6,2
"67",912,"Oberfranken-West",592862,0.429108,2,4,2
"68",913,"Oberland",437234,0.280084,1,1,1
"69",914,"Oberpfalz-Nord",498445,0.534898,3,6,2
"70",915,"Regensburg",700811,0.376306,2,3,2
"71",916,"Südostoberbayern",805454,0.401342,2,3,2
"72",917,"Westmittelfranken",409755,0.487219,3,5,2
"73",918,"Würzburg",497879,0.350932,1,2,1
"74",1001,"Saar",989035,0.605425,4,7,2
"75",1101,"Berlin",3469849,0.629206,4,7,2
"76",1201,"Havelland-Fläming",759468,0.646511,4,8,2
"77",1202,"Lausitz-Spreewald",597366,0.725815,5,9,3
"78",1203,"Oderland-Spree",423894,0.769137,5,9,3
"79",1204,"Prignitz-Oberhavel",381334,0.788049,5,9,3
"80",1205,"Uckermark-Barnim",295810,0.835711,5,10,3
"81",1301,"Mecklenburgische Seenplatte",261733,0.86134,5,10,3
"82",1302,"Mittleres Mecklenburg/Rostock",416045,0.791708,5,9,3
"83",1303,"Vorpommern",461167,0.889599,5,10,3
"84",1304,"Westmecklenburg",460193,0.802962,5,10,3
"85",1401,"Oberes Elbtal/Osterzgebirge",1026007,0.563707,3,6,2
"86",1402,"Oberlausitz-Niederschlesien",566758,0.765866,5,9,3
"87",1403,"Südsachsen",1463341,0.720238,4,8,2
"88",1404,"Westsachsen",999168,0.744244,5,9,3
"89",1501,"Altmark",200739,1,5,10,3
"90",1502,"Anhalt-Bitterfeld-Wittenberg",376858,0.888618,5,10,3
"91",1503,"Halle/S.",745089,0.944406,5,10,3
"92",1504,"Magdeburg",912862,0.896004,5,10,3
"93",1601,"Mittelthüringen",666154,0.737992,5,9,3
"94",1602,"Nordthüringen",366855,0.806637,5,10,3
"95",1603,"Ostthüringen",673285,0.677464,4,8,2
"96",1604,"Südthüringen",450465,0.693725,4,8,2
