"","Raumordnungsregion Nr","Raumordnungsregion","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",101,"Schleswig-Holstein Mitte",716229,0.694163,4,7,2
"2",102,"Schleswig-Holstein Nord",442490,0.770799,4,8,2
"3",103,"Schleswig-Holstein Ost",412775,0.820701,5,9,3
"4",104,"Schleswig-Holstein Süd",996467,0.477251,2,4,2
"5",105,"Schleswig-Holstein Süd-West",262903,0.761902,4,8,2
"6",201,"Hamburg",1762791,0.346198,1,2,1
"7",301,"Braunschweig",1121836,0.520867,3,5,2
"8",302,"Bremen-Umland",530596,0.616104,3,6,2
"9",303,"Bremerhaven",395673,0.802998,5,9,3
"10",304,"Emsland",450086,0.696205,4,8,2
"11",305,"Göttingen",529356,0.631172,4,7,2
"12",306,"Hamburg-Umland-Süd",604489,0.532959,3,5,2
"13",307,"Hannover",1403515,0.541806,3,5,2
"14",308,"Hildesheim",422367,0.680424,4,7,2
"15",309,"Lüneburg",319383,0.697052,4,8,2
"16",310,"Oldenburg",569972,0.672188,4,7,2
"17",311,"Osnabrück",644397,0.596971,3,6,2
"18",312,"Ost-Friesland",632833,0.896141,5,10,3
"19",313,"Südheide",312357,0.757582,4,8,2
"20",401,"Bremen",551767,0.517548,3,5,2
"21",501,"Aachen",1244202,0.593479,3,6,2
"22",502,"Arnsberg",558303,0.569457,3,6,2
"23",503,"Bielefeld",1587807,0.496942,3,5,2
"24",504,"Bochum/Hagen",1439936,0.576527,3,6,2
"25",505,"Bonn",899739,0.346971,1,2,1
"26",506,"Dortmund",1148865,0.69945,4,8,2
"27",507,"Duisburg/Essen",2197856,0.644343,4,7,2
"28",508,"Düsseldorf",2910434,0.453001,2,4,2
"29",509,"Emscher-Lippe",986760,0.740039,4,8,2
"30",510,"Köln",2217783,0.408762,2,3,2
"31",511,"Münster",1593904,0.478578,2,4,2
"32",512,"Paderborn",441841,0.54365,3,5,2
"33",513,"Siegen",410668,0.435499,2,3,2
"34",601,"Mittelhessen",1029020,0.482841,2,4,2
"35",602,"Nordhessen",864330,0.591821,3,6,2
"36",603,"Osthessen",336720,0.480854,2,4,2
"37",604,"Rhein-Main",2803276,0.269281,1,1,1
"38",605,"Starkenburg",1060542,0.316068,1,2,1
"39",701,"Mittelrhein-Westerwald",1240667,0.607152,3,6,2
"40",702,"Rheinhessen-Nahe",855048,0.43897,2,4,2
"41",703,"Rheinpfalz",876022,0.479104,2,4,2
"42",704,"Trier",521863,0.619204,3,6,2
"43",705,"Westpfalz",517982,0.670659,4,7,2
"44",801,"Bodensee-Oberschwaben",612441,0.341792,1,2,1
"45",802,"Donau-Iller (BW)",500281,0.271278,1,1,1
"46",803,"Franken",877180,0.359606,1,2,1
"47",804,"Hochrhein-Bodensee",664688,0.493379,3,5,2
"48",805,"Mittlerer Oberrhein",1009395,0.245544,1,1,1
"49",806,"Neckar-Alb",682746,0.287482,1,1,1
"50",807,"Nordschwarzwald",580932,0.397541,2,3,2
"51",808,"Ostwürttemberg",437099,0.296744,1,1,1
"52",809,"Schwarzwald-Baar-Heuberg",476635,0.397975,2,3,2
"53",810,"Stuttgart",2694009,0.123677,1,1,1
"54",811,"Südlicher Oberrhein",1050299,0.394418,2,3,2
"55",812,"Unterer Neckar",1130939,0.302231,1,2,1
"56",901,"Allgäu",473900,0.42992,2,3,2
"57",902,"Augsburg",876783,0.411303,2,3,2
"58",903,"Bayerischer Untermain",368884,0.396164,2,3,2
"59",904,"Donau-Iller (BY)",470588,0.379975,1,2,1
"60",905,"Donau-Wald",650121,0.56027,3,6,2
"61",906,"Industrieregion Mittelfranken",1305440,0.324994,1,2,1
"62",907,"Ingolstadt",473290,0.249517,1,1,1
"63",908,"Landshut",430942,0.406867,2,3,2
"64",909,"Main-Rhön",432086,0.505416,3,5,2
"65",910,"München",2804001,0,1,1,1
"66",911,"Oberfranken-Ost",463093,0.540063,3,5,2
"67",912,"Oberfranken-West",592862,0.442653,2,4,2
"68",913,"Oberland",437234,0.2939,1,1,1
"69",914,"Oberpfalz-Nord",498445,0.528864,3,5,2
"70",915,"Regensburg",700811,0.369139,1,2,1
"71",916,"Südostoberbayern",805454,0.388647,2,3,2
"72",917,"Westmittelfranken",409755,0.491814,2,4,2
"73",918,"Würzburg",497879,0.364057,1,2,1
"74",1001,"Saar",989035,0.642843,4,7,2
"75",1101,"Berlin",3469849,0.668956,4,7,2
"76",1201,"Havelland-Fläming",759468,0.717358,4,8,2
"77",1202,"Lausitz-Spreewald",597366,0.806858,5,9,3
"78",1203,"Oderland-Spree",423894,0.847066,5,9,3
"79",1204,"Prignitz-Oberhavel",381334,0.87353,5,10,3
"80",1205,"Uckermark-Barnim",295810,0.89619,5,10,3
"81",1301,"Mecklenburgische Seenplatte",261733,0.933015,5,10,3
"82",1302,"Mittleres Mecklenburg/Rostock",416045,0.858275,5,9,3
"83",1303,"Vorpommern",461167,0.982066,5,10,3
"84",1304,"Westmecklenburg",460193,0.893271,5,10,3
"85",1401,"Oberes Elbtal/Osterzgebirge",1026007,0.580805,3,6,2
"86",1402,"Oberlausitz-Niederschlesien",566758,0.78903,5,9,3
"87",1403,"Südsachsen",1463341,0.724934,4,8,2
"88",1404,"Westsachsen",999168,0.781032,5,9,3
"89",1501,"Altmark",200739,1,5,10,3
"90",1502,"Anhalt-Bitterfeld-Wittenberg",376858,0.88922,5,10,3
"91",1503,"Halle/S.",745089,0.920297,5,10,3
"92",1504,"Magdeburg",912862,0.880002,5,10,3
"93",1601,"Mittelthüringen",666154,0.774563,5,9,3
"94",1602,"Nordthüringen",366855,0.846375,5,9,3
"95",1603,"Ostthüringen",673285,0.681365,4,7,2
"96",1604,"Südthüringen",450465,0.737679,4,8,2
