"","Raumordnungsregion Nr","Raumordnungsregion","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"1",101,"Schleswig-Holstein Mitte",716229,0.622405,4,7,2
"2",102,"Schleswig-Holstein Nord",442490,0.723071,4,8,2
"3",103,"Schleswig-Holstein Ost",412775,0.770991,5,9,3
"4",104,"Schleswig-Holstein Süd",996467,0.444038,2,4,2
"5",105,"Schleswig-Holstein Süd-West",262903,0.744164,5,9,3
"6",201,"Hamburg",1762791,0.316579,1,2,1
"7",301,"Braunschweig",1121836,0.495967,2,4,2
"8",302,"Bremen-Umland",530596,0.591018,3,6,2
"9",303,"Bremerhaven",395673,0.774989,5,9,3
"10",304,"Emsland",450086,0.659684,4,8,2
"11",305,"Göttingen",529356,0.617158,4,7,2
"12",306,"Hamburg-Umland-Süd",604489,0.528012,3,5,2
"13",307,"Hannover",1403515,0.52397,3,5,2
"14",308,"Hildesheim",422367,0.611701,4,7,2
"15",309,"Lüneburg",319383,0.658973,4,8,2
"16",310,"Oldenburg",569972,0.63695,4,7,2
"17",311,"Osnabrück",644397,0.578677,3,6,2
"18",312,"Ost-Friesland",632833,0.836752,5,10,3
"19",313,"Südheide",312357,0.719583,4,8,2
"20",401,"Bremen",551767,0.499983,3,5,2
"21",501,"Aachen",1244202,0.524192,3,5,2
"22",502,"Arnsberg",558303,0.536288,3,6,2
"23",503,"Bielefeld",1587807,0.468509,2,4,2
"24",504,"Bochum/Hagen",1439936,0.529904,3,6,2
"25",505,"Bonn",899739,0.301717,1,2,1
"26",506,"Dortmund",1148865,0.614582,4,7,2
"27",507,"Duisburg/Essen",2197856,0.569772,3,6,2
"28",508,"Düsseldorf",2910434,0.411138,2,3,2
"29",509,"Emscher-Lippe",986760,0.672839,4,8,2
"30",510,"Köln",2217783,0.351722,1,2,1
"31",511,"Münster",1593904,0.445586,2,4,2
"32",512,"Paderborn",441841,0.50693,3,5,2
"33",513,"Siegen",410668,0.44759,2,4,2
"34",601,"Mittelhessen",1029020,0.442804,2,4,2
"35",602,"Nordhessen",864330,0.547836,3,6,2
"36",603,"Osthessen",336720,0.442793,2,4,2
"37",604,"Rhein-Main",2803276,0.239044,1,1,1
"38",605,"Starkenburg",1060542,0.274586,1,1,1
"39",701,"Mittelrhein-Westerwald",1240667,0.590848,3,6,2
"40",702,"Rheinhessen-Nahe",855048,0.426045,2,3,2
"41",703,"Rheinpfalz",876022,0.499286,3,5,2
"42",704,"Trier",521863,0.614332,4,7,2
"43",705,"Westpfalz",517982,0.652044,4,7,2
"44",801,"Bodensee-Oberschwaben",612441,0.351482,1,2,1
"45",802,"Donau-Iller (BW)",500281,0.272751,1,1,1
"46",803,"Franken",877180,0.381112,1,2,1
"47",804,"Hochrhein-Bodensee",664688,0.499655,3,5,2
"48",805,"Mittlerer Oberrhein",1009395,0.249918,1,1,1
"49",806,"Neckar-Alb",682746,0.293751,1,1,1
"50",807,"Nordschwarzwald",580932,0.387682,1,2,1
"51",808,"Ostwürttemberg",437099,0.31614,1,2,1
"52",809,"Schwarzwald-Baar-Heuberg",476635,0.418098,2,3,2
"53",810,"Stuttgart",2694009,0.154328,1,1,1
"54",811,"Südlicher Oberrhein",1050299,0.388649,2,3,2
"55",812,"Unterer Neckar",1130939,0.30711,1,2,1
"56",901,"Allgäu",473900,0.415512,2,3,2
"57",902,"Augsburg",876783,0.408023,2,3,2
"58",903,"Bayerischer Untermain",368884,0.422301,2,3,2
"59",904,"Donau-Iller (BY)",470588,0.416894,2,3,2
"60",905,"Donau-Wald",650121,0.569233,3,6,2
"61",906,"Industrieregion Mittelfranken",1305440,0.318514,1,2,1
"62",907,"Ingolstadt",473290,0.277477,1,1,1
"63",908,"Landshut",430942,0.408695,2,3,2
"64",909,"Main-Rhön",432086,0.508361,3,5,2
"65",910,"München",2804001,0,1,1,1
"66",911,"Oberfranken-Ost",463093,0.543451,3,6,2
"67",912,"Oberfranken-West",592862,0.439979,2,4,2
"68",913,"Oberland",437234,0.298355,1,1,1
"69",914,"Oberpfalz-Nord",498445,0.525649,3,5,2
"70",915,"Regensburg",700811,0.40149,2,3,2
"71",916,"Südostoberbayern",805454,0.440994,2,4,2
"72",917,"Westmittelfranken",409755,0.50232,3,5,2
"73",918,"Würzburg",497879,0.350349,1,2,1
"74",1001,"Saar",989035,0.624016,4,7,2
"75",1101,"Berlin",3469849,0.6249,4,7,2
"76",1201,"Havelland-Fläming",759468,0.667961,4,8,2
"77",1202,"Lausitz-Spreewald",597366,0.734836,4,8,2
"78",1203,"Oderland-Spree",423894,0.779867,5,9,3
"79",1204,"Prignitz-Oberhavel",381334,0.795668,5,9,3
"80",1205,"Uckermark-Barnim",295810,0.867557,5,10,3
"81",1301,"Mecklenburgische Seenplatte",261733,0.893983,5,10,3
"82",1302,"Mittleres Mecklenburg/Rostock",416045,0.803076,5,9,3
"83",1303,"Vorpommern",461167,0.898336,5,10,3
"84",1304,"Westmecklenburg",460193,0.814855,5,10,3
