"","Gemeindekennziffer","Jahr","Bevölkerung","TS_Arbeitswelt","TS_Einkommen","TS_Bildung","GISD_Score","Name der Gemeinde","Kennziffer Gemeindeverband","Kreiskennziffer","Name des Kreises","Raumordnungsregion Nr","Raumordnungsregion","NUTS2","NUTS2 Name","Name des Gemeindeverbands","Group"
"1",4011000,1998,557464,0.630919020272543,0.770752607212513,0.185760146132938,0.627462284161529,"Bremen, Stadt",4011000,4011,"Bremen, Stadt",401,"Bremen","DE50","Bremen","Bremen, Stadt",4011000
"2",4011000,1999,557464,0.619981992141219,0.753180027861383,0.224644582117326,0.634555156035941,"Bremen, Stadt",4011000,4011,"Bremen, Stadt",401,"Bremen","DE50","Bremen","Bremen, Stadt",4011000
"3",4011000,2000,557464,0.593486787837083,0.732608063264188,0.235152421306231,0.609560946115627,"Bremen, Stadt",4011000,4011,"Bremen, Stadt",401,"Bremen","DE50","Bremen","Bremen, Stadt",4011000
"4",4011000,2001,557464,0.54347930517075,0.718909659382472,0.251824479904045,0.577405723949599,"Bremen, Stadt",4011000,4011,"Bremen, Stadt",401,"Bremen","DE50","Bremen","Bremen, Stadt",4011000
"5",4011000,2002,557464,0.547528998235489,0.721993438806175,0.284208383651516,0.604422236695038,"Bremen, Stadt",4011000,4011,"Bremen, Stadt",401,"Bremen","DE50","Bremen","Bremen, Stadt",4011000
"6",4011000,2003,557464,0.551015209873256,0.720971335464861,0.300407922108853,0.617181855334442,"Bremen, Stadt",4011000,4011,"Bremen, Stadt",401,"Bremen","DE50","Bremen","Bremen, Stadt",4011000
"7",4011000,2004,557464,0.556770236729282,0.71067289914507,0.308076438228718,0.619318370757464,"Bremen, Stadt",4011000,4011,"Bremen, Stadt",401,"Bremen","DE50","Bremen","Bremen, Stadt",4011000
"8",4011000,2005,557464,0.589272355856231,0.719559712676003,0.338766264828231,0.668595850783658,"Bremen, Stadt",4011000,4011,"Bremen, Stadt",401,"Bremen","DE50","Bremen","Bremen, Stadt",4011000
"9",4011000,2006,557464,0.56845972803568,0.711802293963755,0.376415934209033,0.674803240285746,"Bremen, Stadt",4011000,4011,"Bremen, Stadt",401,"Bremen","DE50","Bremen","Bremen, Stadt",4011000
"10",4011000,2007,557464,0.535481710777366,0.696105943873287,0.391138733644799,0.651591856974927,"Bremen, Stadt",4011000,4011,"Bremen, Stadt",401,"Bremen","DE50","Bremen","Bremen, Stadt",4011000
