"";"PLZ3";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";10;0,517872;120818;2;4;2
"2";11;0,518437;196518;2;4;2
"3";12;0,518703;83185;2;4;2
"4";13;0,51816;113332;2;4;2
"5";14;0,648509;108915;4;7;2
"6";15;0,736125;70307;4;8;2
"7";16;0,721995;123461;4;8;2
"8";17;0,758503;159717;5;9;3
"9";18;0,768158;117345;5;9;3
"10";19;0,806374;145593;5;10;3
"11";26;0,757023;97031;5;9;3
"12";27;0,832459;123863;5;10;3
"13";28;0,847203;74352;5;10;3
"14";29;0,792457;132592;5;9;3
"15";30;0,710916;122553;4;8;2
"16";31;0,755076;96794;5;9;3
"17";32;0,851633;76217;5;10;3
"18";41;0,760005;177423;5;9;3
"19";42;0,759932;200724;5;9;3
"20";43;0,760033;161579;5;9;3
"21";44;0,750575;96958;5;9;3
"22";45;0,817712;107338;5;10;3
"23";46;0,797701;179190;5;10;3
"24";47;0,817849;102565;5;10;3
"25";48;0,833483;140132;5;10;3
"26";49;0,817735;55650;5;10;3
"27";61;0,850416;300260;5;10;3
"28";62;0,868311;142166;5;10;3
"29";63;0,937242;111133;5;10;3
"30";64;0,95215;147436;5;10;3
"31";65;0,928274;113631;5;10;3
"32";66;0,912066;135266;5;10;3
"33";67;0,902629;141290;5;10;3
"34";68;0,821376;167151;5;10;3
"35";69;0,823256;40006;5;10;3
"36";73;0,765153;85143;5;9;3
"37";74;0,763921;51674;5;9;3
"38";75;0,817121;137992;5;10;3
"39";76;0,685631;56343;4;8;2
"40";77;0,417422;135152;1;2;1
"41";78;0,793862;16123;5;10;3
"42";79;0,763103;93088;5;9;3
"43";80;0,756044;88648;5;9;3
"44";81;0,720708;62233;4;8;2
"45";82;0,766077;128803;5;9;3
"46";83;0,765134;123307;5;9;3
"47";84;0,780687;92061;5;9;3
"48";85;0,767493;80419;5;9;3
"49";86;0,742053;28056;5;9;3
"50";91;0,707031;193956;4;8;2
"51";92;0,721717;118252;4;8;2
"52";93;0,741182;138240;5;9;3
"53";94;0,756038;120762;5;9;3
"54";95;0,748733;112515;5;9;3
"55";96;0,732028;102769;4;8;2
"56";101;0,680157;42212;4;8;2
"57";102;0,680157;40467;4;8;2
"58";103;0,680157;101892;4;8;2
"59";104;0,680157;40460;4;8;2
"60";105;0,680157;49142;4;8;2
"61";106;0,680157;11946;4;8;2
"62";107;0,680157;56991;4;8;2
"63";108;0,680157;18250;4;8;2
"64";109;0,680157;47187;4;8;2
"65";120;0,680157;66003;4;8;2
"66";121;0,680157;99062;4;8;2
"67";122;0,680145;118158;4;7;2
"68";123;0,680155;172351;4;7;2
"69";124;0,680157;133548;4;8;2
"70";125;0,679051;530173;4;7;2
"71";126;0,680145;238857;4;7;2
"72";130;0,680154;163485;4;7;2
"73";131;0,680144;295578;4;7;2
"74";133;0,680157;55234;4;8;2
"75";134;0,680063;188306;4;7;2
"76";135;0,68017;411591;4;8;2
"77";136;0,680157;42436;4;8;2
"78";140;0,680127;167264;4;7;2
"79";141;0,680001;383375;4;7;2
"80";144;0,509849;167141;2;4;2
"81";145;0,559406;139759;3;5;2
"82";146;0,761493;110986;5;9;3
"83";147;0,827954;148233;5;10;3
"84";148;0,620294;30436;3;6;2
"85";149;0,751344;97735;5;9;3
"86";152;0,777918;72717;5;9;3
"87";153;0,774012;152872;5;9;3
"88";155;0,765672;104130;5;9;3
"89";157;0,648865;100676;4;7;2
"90";158;0,747773;135490;5;9;3
"91";159;0,696335;51665;4;8;2
"92";162;0,823398;110813;5;10;3
"93";163;0,733472;149758;4;8;2
"94";165;0,697793;107291;4;8;2
"95";167;0,733472;98748;4;8;2
"96";168;0,903808;84070;5;10;3
"97";169;0,927527;42299;5;10;3
"98";170;0,911124;105331;5;10;3
"99";171;0,936519;111274;5;10;3
"100";172;0,926087;132440;5;10;3
"101";173;0,963162;106197;5;10;3
"102";174;0,892414;118490;5;10;3
"103";175;0,88076;12560;5;10;3
"104";180;0,771279;55467;5;9;3
"105";181;0,781601;192231;5;9;3
"106";182;0,883515;131782;5;10;3
"107";183;0,920359;51444;5;10;3
"108";184;0,927406;81890;5;10;3
"109";185;0,903741;85266;5;10;3
"110";186;0,867212;4558;5;10;3
"111";190;0,86602;141273;5;10;3
"112";192;0,849326;114956;5;10;3
"113";193;0,922894;125178;5;10;3
"114";194;0,937655;17487;5;10;3
"115";200;0,394886;10145;1;2;1
"116";201;0,394886;10221;1;2;1
"117";202;0,394886;14401;1;2;1
"118";203;0,394886;11784;1;2;1
"119";204;0,394886;36094;1;2;1
"120";205;0,394886;39522;1;2;1
"121";210;0,398068;487076;1;2;1
"122";211;0,394914;287495;1;2;1
"123";212;0,516604;147736;2;4;2
"124";213;0,627767;162176;3;6;2
"125";214;0,556132;157101;3;5;2
"126";215;0,589135;76432;3;5;2
"127";216;0,576907;155682;3;5;2
"128";217;0,678206;107575;4;7;2
"129";220;0,394887;64593;1;2;1
"130";221;0,396299;206909;1;2;1
"131";222;0,394886;13812;1;2;1
"132";223;0,394982;240230;1;2;1
"133";224;0,395398;97936;1;2;1
"134";225;0,395276;155540;1;2;1
"135";226;0,394886;31409;1;2;1
"136";227;0,394886;28859;1;2;1
"137";228;0,506197;140240;2;3;2
"138";229;0,443083;109222;1;2;1
"139";235;0,79984;211867;5;10;3
"140";236;0,694931;94476;4;8;2
"141";237;0,730131;145079;4;8;2
"142";238;0,56089;136218;3;5;2
"143";239;0,876422;141394;5;10;3
"144";241;0,679522;265463;4;7;2
"145";242;0,651529;128844;4;7;2
"146";243;0,730739;97129;4;8;2
"147";244;0,818868;4748;5;10;3
"148";245;0,709946;182255;4;8;2
"149";246;0,627032;63374;3;6;2
"150";247;0,687009;72199;4;8;2
"151";248;0,770722;101849;5;9;3
"152";249;0,82073;169135;5;10;3
"153";253;0,597059;110595;3;6;2
"154";254;0,502638;181362;2;3;2
"155";255;0,735588;114884;4;8;2
"156";256;0,798745;4482;5;10;3
"157";257;0,814446;115266;5;10;3
"158";258;0,76354;108960;5;9;3
"159";259;0,716362;54939;4;8;2
"160";261;0,647838;267173;4;7;2
"161";262;0,690471;53531;4;8;2
"162";263;0,817769;124257;5;10;3
"163";264;0,77528;104388;5;9;3
"164";265;0,880999;75864;5;10;3
"165";266;0,829324;169125;5;10;3
"166";267;0,829023;107640;5;10;3
"167";268;0,821535;174105;5;10;3
"168";269;0,689937;85927;4;8;2
"169";272;0,642549;111034;3;6;2
"170";273;0,667678;144458;4;7;2
"171";274;0,694073;152754;4;8;2
"172";275;0,887647;119651;5;10;3
"173";276;0,745619;103807;5;9;3
"174";277;0,739246;205814;5;9;3
"175";278;0,663738;20237;4;7;2
"176";281;0,577624;70960;3;5;2
"177";282;0,577661;153904;3;5;2
"178";283;0,577489;189920;3;5;2
"179";287;0,586377;142557;3;5;2
"180";288;0,602846;172764;3;6;2
"181";292;0,764211;68993;5;9;3
"182";293;0,709098;145998;4;8;2
"183";294;0,890811;78833;5;10;3
"184";295;0,76027;89090;5;9;3
"185";296;0,784195;130919;5;9;3
"186";301;0,592462;101289;3;5;2
"187";304;0,592396;143523;3;5;2
"188";305;0,59234;132723;3;5;2
"189";306;0,592241;142249;3;5;2
"190";308;0,563525;186544;3;5;2
"191";309;0,532769;192291;2;4;2
"192";310;0,676817;74144;4;7;2
"193";311;0,677508;217804;4;7;2
"194";312;0,635128;135088;3;6;2
"195";313;0,555851;72826;3;5;2
"196";315;0,630765;171975;3;6;2
"197";316;0,709941;116105;4;8;2
"198";317;0,722353;104451;4;8;2
"199";318;0,673297;118839;4;7;2
"200";320;0,649117;65338;4;7;2
"201";321;0,614469;106844;3;6;2
"202";322;0,6053;70554;3;6;2
"203";323;0,633256;91256;3;6;2
"204";324;0,645786;156535;3;6;2
"205";325;0,63062;87675;3;6;2
"206";326;0,611244;124874;3;6;2
"207";327;0,628048;108110;3;6;2
"208";328;0,63627;63384;3;6;2
"209";330;0,665976;45889;4;7;2
"210";331;0,591526;303628;3;5;2
"211";333;0,551267;171905;2;4;2
"212";334;0,535395;74022;2;4;2
"213";336;0,596907;241957;3;6;2
"214";337;0,570012;155305;3;5;2
"215";338;0,555285;73336;3;5;2
"216";341;0,676945;194616;4;7;2
"217";342;0,528826;166956;2;4;2
"218";343;0,544788;135729;2;4;2
"219";344;0,657926;132024;4;7;2
"220";345;0,659422;116427;4;7;2
"221";346;0,64306;49639;3;6;2
"222";350;0,58368;159233;3;5;2
"223";351;0,596406;34222;3;5;2
"224";352;0,527699;97702;2;4;2
"225";353;0,596494;127918;3;6;2
"226";354;0,508941;153716;2;4;2
"227";355;0,56397;84552;3;5;2
"228";356;0,556288;116117;3;5;2
"229";357;0,571727;128668;3;5;2
"230";360;0,571971;97280;3;5;2
"231";361;0,556682;156220;3;5;2
"232";362;0,601926;100165;3;6;2
"233";363;0,608735;101937;3;6;2
"234";364;0,699104;73397;4;8;2
"235";370;0,57873;116984;3;5;2
"236";371;0,624036;172465;3;6;2
"237";372;0,738163;93000;5;9;3
"238";373;0,716906;100849;4;8;2
"239";374;0,7132;52707;4;8;2
"240";375;0,744308;88489;5;9;3
"241";376;0,707405;110250;4;8;2
"242";381;0,475724;342532;2;3;2
"243";382;0,658736;121579;4;7;2
"244";383;0,655801;127665;4;7;2
"245";384;0,421755;173112;1;2;1
"246";385;0,58106;112533;3;5;2
"247";386;0,744832;96220;5;9;3
"248";387;0,709522;38762;4;8;2
"249";388;0,846018;146683;5;10;3
"250";391;0,789124;282217;5;9;3
"251";392;0,916752;131316;5;10;3
"252";393;0,79521;154903;5;10;3
"253";394;1;49264;5;10;3
"254";395;0,9703;89144;5;10;3
"255";396;0,905571;71839;5;10;3
"256";402;0,37157;118642;1;1;1
"257";404;0,372986;217149;1;2;1
"258";405;0,371765;153449;1;2;1
"259";406;0,403157;205898;1;2;1
"260";407;0,433977;159930;1;2;1
"261";408;0,436839;125100;1;2;1
"262";410;0,775734;74862;5;9;3
"263";411;0,775948;133710;5;9;3
"264";412;0,775878;46852;5;9;3
"265";413;0,544511;147776;2;4;2
"266";414;0,469146;153441;2;3;2
