"";"PLZ5";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1067;0,507202;11225;3;5;2
"2";1069;0,507202;8717;3;5;2
"3";1097;0,507202;5367;3;5;2
"4";1099;0,507333;95509;3;5;2
"5";1108;0,507463;26507;3;5;2
"6";1109;0,507292;40116;3;5;2
"7";1127;0,507202;5137;3;5;2
"8";1129;0,507491;12171;3;5;2
"9";1139;0,509338;13697;3;5;2
"10";1156;0,5081;51424;3;5;2
"11";1157;0,507202;13113;3;5;2
"12";1159;0,507202;9550;3;5;2
"13";1169;0,508664;7979;3;5;2
"14";1187;0,508002;8329;3;5;2
"15";1189;0,508293;8495;3;5;2
"16";1217;0,508824;9338;3;5;2
"17";1219;0,507245;11569;3;5;2
"18";1237;0,507202;6993;3;5;2
"19";1239;0,50783;9238;3;5;2
"20";1257;0,507539;13307;3;5;2
"21";1259;0,50915;16975;3;5;2
"22";1277;0,507202;7755;3;5;2
"23";1279;0,507202;8010;3;5;2
"24";1307;0,507202;5915;3;5;2
"25";1309;0,507202;7714;3;5;2
"26";1324;0,507202;7480;3;5;2
"27";1326;0,507735;25407;3;5;2
"28";1328;0,507534;66816;3;5;2
"29";1445;0,665585;34156;5;9;3
"30";1454;0,652219;23262;4;8;2
"31";1458;0,636163;9976;4;8;2
"32";1465;0,507497;20267;3;5;2
"33";1468;0,662899;8575;5;9;3
"34";1471;0,653974;7794;4;8;2
"35";1477;0,628726;4885;4;8;2
"36";1558;0,720962;6104;5;9;3
"37";1561;0,692026;28243;5;9;3
"38";1587;0,737488;3889;5;10;3
"39";1589;0,73752;8157;5;10;3
"40";1591;0,737511;8669;5;10;3
"41";1594;0,728064;15245;5;9;3
"42";1609;0,748901;11893;5;10;3
"43";1612;0,679781;7728;5;9;3
"44";1616;0,721729;3811;5;9;3
"45";1619;0,680802;6035;5;9;3
"46";1623;0,708583;5158;5;9;3
"47";1640;0,669974;20246;5;9;3
"48";1662;0,723227;26618;5;9;3
"49";1665;0,690004;17162;5;9;3
"50";1683;0,711164;10634;5;9;3
"51";1689;0,675523;14176;5;9;3
"52";1705;0,713997;38932;5;9;3
"53";1723;0,649836;13040;4;8;2
"54";1728;0,669806;10574;5;9;3
"55";1731;0,674426;4549;5;9;3
"56";1734;0,677103;4668;5;9;3
"57";1737;0,671888;6642;5;9;3
"58";1738;0,673958;1044;5;9;3
"59";1744;0,678088;14224;5;9;3
"60";1762;0,660215;1093;4;8;2
"61";1768;0,657626;6920;4;8;2
"62";1773;0,688835;5035;5;9;3
"63";1774;0,659753;6862;4;8;2
"64";1776;0,688791;851;5;9;3
"65";1778;0,688973;3141;5;9;3
"66";1796;0,703504;42142;5;9;3
"67";1809;0,693806;24376;5;9;3
"68";1814;0,709318;6043;5;9;3
"69";1816;0,668862;5646;5;9;3
"70";1819;0,669191;2202;5;9;3
"71";1824;0,713643;6234;5;9;3
"72";1825;0,668755;1376;5;9;3
"73";1829;0,689522;1611;5;9;3
"74";1833;0,685766;9967;5;9;3
"75";1844;0,745237;12726;5;10;3
"76";1847;0,689821;3149;5;9;3
"77";1848;0,697714;3422;5;9;3
"78";1855;0,718878;9928;5;9;3
"79";1877;0,721729;19166;5;9;3
"80";1896;0,658657;11499;4;8;2
"81";1900;0,679342;9500;5;9;3
"82";1904;0,729171;7993;5;9;3
"83";1906;0,652437;2669;4;8;2
"84";1909;0,690372;3748;5;9;3
"85";1917;0,725705;15033;5;9;3
"86";1920;0,676567;20434;5;9;3
"87";1936;0,667651;11683;5;9;3
"88";1945;0,74506;12249;5;10;3
"89";1968;0,799602;21240;5;10;3
"90";1979;0,810727;15102;5;10;3
"91";1983;0,813828;8661;5;10;3
"92";1987;0,763522;5533;5;10;3
"93";1990;0,735697;3142;5;10;3
"94";1993;0,80182;1496;5;10;3
"95";1994;0,80405;2385;5;10;3
"96";1996;0,799627;2973;5;10;3
"97";1998;0,803663;1752;5;10;3
"98";2625;0,725858;38931;5;9;3
"99";2627;0,686478;11592;5;9;3
"100";2633;0,700515;5558;5;9;3
"101";2681;0,717149;11608;5;9;3
"102";2689;0,715319;6871;5;9;3
"103";2692;0,716925;6331;5;9;3
"104";2694;0,690354;9257;5;9;3
"105";2699;0,723908;6883;5;9;3
"106";2708;0,763755;27150;5;10;3
"107";2727;0,784678;3411;5;10;3
"108";2730;0,784689;9185;5;10;3
"109";2733;0,743991;4810;5;10;3
"110";2736;0,791339;3570;5;10;3
"111";2739;0,75624;2833;5;10;3
"112";2742;0,760761;3394;5;10;3
"113";2747;0,738501;6242;5;10;3
"114";2748;0,753279;3481;5;10;3
"115";2763;0,790193;15672;5;10;3
"116";2779;0,775078;5237;5;10;3
"117";2782;0,781474;3835;5;10;3
"118";2785;0,762205;5261;5;10;3
"119";2788;0,812649;15785;5;10;3
"120";2791;0,787284;5249;5;10;3
"121";2794;0,763474;3684;5;10;3
"122";2796;0,761219;1589;5;10;3
"123";2797;0,762035;1469;5;10;3
"124";2799;0,775069;2006;5;10;3
"125";2826;0,7923;4868;5;10;3
"126";2827;0,792255;29397;5;10;3
"127";2828;0,792138;19642;5;10;3
"128";2829;0,731771;9605;5;10;3
"129";2894;0,747474;6757;5;10;3
"130";2899;0,787483;4083;5;10;3
"131";2906;0,750009;17063;5;10;3
"132";2923;0,741639;5732;5;10;3
"133";2929;0,738536;4753;5;10;3
"134";2943;0,780695;21606;5;10;3
"135";2953;0,769144;5660;5;10;3
"136";2956;0,774871;3069;5;10;3
