"";"PLZ5";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1067;0,515869;11225;3;5;2
"2";1069;0,515869;8717;3;5;2
"3";1097;0,515869;5367;3;5;2
"4";1099;0,516013;95509;3;5;2
"5";1108;0,51609;26507;3;5;2
"6";1109;0,515937;40116;3;5;2
"7";1127;0,515869;5137;3;5;2
"8";1129;0,516092;12171;3;5;2
"9";1139;0,517553;13697;3;5;2
"10";1156;0,516768;51424;3;5;2
"11";1157;0,515869;13113;3;5;2
"12";1159;0,515869;9550;3;5;2
"13";1169;0,517387;7979;3;5;2
"14";1187;0,5167;8329;3;5;2
"15";1189;0,516978;8495;3;5;2
"16";1217;0,517392;9338;3;5;2
"17";1219;0,515909;11569;3;5;2
"18";1237;0,515869;6993;3;5;2
"19";1239;0,516446;9238;3;5;2
"20";1257;0,5162;13307;3;5;2
"21";1259;0,518026;16975;3;5;2
"22";1277;0,515869;7755;3;5;2
"23";1279;0,515869;8010;3;5;2
"24";1307;0,515869;5915;3;5;2
"25";1309;0,515869;7714;3;5;2
"26";1324;0,515869;7480;3;5;2
"27";1326;0,516428;25407;3;5;2
"28";1328;0,516228;66816;3;5;2
"29";1445;0,640718;34156;4;8;2
"30";1454;0,672288;23262;4;8;2
"31";1458;0,636949;9976;4;7;2
"32";1465;0,516159;20267;3;5;2
"33";1468;0,627372;8575;4;7;2
"34";1471;0,636771;7794;4;7;2
"35";1477;0,646169;4885;4;8;2
"36";1558;0,719193;6104;5;9;3
"37";1561;0,688812;28243;5;9;3
"38";1587;0,734738;3889;5;9;3
"39";1589;0,734761;8157;5;9;3
"40";1591;0,73476;8669;5;9;3
"41";1594;0,72312;15245;5;9;3
"42";1609;0,748521;11893;5;9;3
"43";1612;0,662284;7728;4;8;2
"44";1616;0,725602;3811;5;9;3
"45";1619;0,686145;6035;5;9;3
"46";1623;0,70034;5158;5;9;3
"47";1640;0,666097;20246;4;8;2
"48";1662;0,723259;26618;5;9;3
"49";1665;0,666433;17162;4;8;2
"50";1683;0,706082;10634;5;9;3
"51";1689;0,650441;14176;4;8;2
"52";1705;0,730513;38932;5;9;3
"53";1723;0,676119;13040;4;8;2
"54";1728;0,668752;10574;4;8;2
"55";1731;0,662675;4549;4;8;2
"56";1734;0,697282;4668;5;9;3
"57";1737;0,685616;6642;5;9;3
"58";1738;0,685079;1044;5;9;3
"59";1744;0,688668;14224;5;9;3
"60";1762;0,671131;1093;4;8;2
"61";1768;0,668032;6920;4;8;2
"62";1773;0,693685;5035;5;9;3
"63";1774;0,67096;6862;4;8;2
"64";1776;0,693736;851;5;9;3
"65";1778;0,693734;3141;5;9;3
"66";1796;0,719974;42142;5;9;3
"67";1809;0,715806;24376;5;9;3
"68";1814;0,716328;6043;5;9;3
"69";1816;0,666967;5646;4;8;2
"70";1819;0,667529;2202;4;8;2
"71";1824;0,708469;6234;5;9;3
"72";1825;0,667052;1376;4;8;2
"73";1829;0,691604;1611;5;9;3
"74";1833;0,698603;9967;5;9;3
"75";1844;0,769041;12726;5;10;3
"76";1847;0,692225;3149;5;9;3
"77";1848;0,714628;3422;5;9;3
"78";1855;0,742159;9928;5;9;3
"79";1877;0,752839;19166;5;9;3
"80";1896;0,673964;11499;4;8;2
"81";1900;0,700156;9500;5;9;3
"82";1904;0,753063;7993;5;9;3
"83";1906;0,685974;2669;5;9;3
"84";1909;0,711612;3748;5;9;3
"85";1917;0,74693;15033;5;9;3
"86";1920;0,697083;20434;5;9;3
"87";1936;0,690771;11683;5;9;3
"88";1945;0,75202;12249;5;9;3
"89";1968;0,814879;21240;5;10;3
"90";1979;0,829385;15102;5;10;3
"91";1983;0,837443;8661;5;10;3
"92";1987;0,754522;5533;5;10;3
"93";1990;0,74379;3142;5;9;3
"94";1993;0,813239;1496;5;10;3
"95";1994;0,816885;2385;5;10;3
"96";1996;0,815305;2973;5;10;3
"97";1998;0,816068;1752;5;10;3
"98";2625;0,756391;38931;5;10;3
"99";2627;0,722961;11592;5;9;3
"100";2633;0,713709;5558;5;9;3
"101";2681;0,728332;11608;5;9;3
"102";2689;0,734434;6871;5;9;3
"103";2692;0,719176;6331;5;9;3
"104";2694;0,723775;9257;5;9;3
"105";2699;0,742859;6883;5;9;3
"106";2708;0,78278;27150;5;10;3
"107";2727;0,807316;3411;5;10;3
"108";2730;0,807348;9185;5;10;3
"109";2733;0,732848;4810;5;9;3
"110";2736;0,796357;3570;5;10;3
"111";2739;0,758994;2833;5;10;3
"112";2742;0,776319;3394;5;10;3
"113";2747;0,751572;6242;5;9;3
"114";2748;0,773192;3481;5;10;3
"115";2763;0,811286;15672;5;10;3
"116";2779;0,79938;5237;5;10;3
"117";2782;0,810469;3835;5;10;3
"118";2785;0,78446;5261;5;10;3
"119";2788;0,839105;15785;5;10;3
"120";2791;0,758543;5249;5;10;3
"121";2794;0,766797;3684;5;10;3
"122";2796;0,783401;1589;5;10;3
"123";2797;0,784276;1469;5;10;3
"124";2799;0,799418;2006;5;10;3
"125";2826;0,80966;4868;5;10;3
"126";2827;0,809612;29397;5;10;3
"127";2828;0,809432;19642;5;10;3
"128";2829;0,736755;9605;5;9;3
"129";2894;0,770392;6757;5;10;3
"130";2899;0,801956;4083;5;10;3
"131";2906;0,766869;17063;5;10;3
"132";2923;0,743349;5732;5;9;3
"133";2929;0,75432;4753;5;10;3
"134";2943;0,815583;21606;5;10;3
"135";2953;0,779236;5660;5;10;3
