"";"PLZ5";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1067;0,533188;11225;3;5;2
"2";1069;0,533188;8717;3;5;2
"3";1097;0,533188;5367;3;5;2
"4";1099;0,533323;95509;3;5;2
"5";1108;0,533412;26507;3;5;2
"6";1109;0,533248;40116;3;5;2
"7";1127;0,533188;5137;3;5;2
"8";1129;0,533394;12171;3;5;2
"9";1139;0,534796;13697;3;5;2
"10";1156;0,534093;51424;3;5;2
"11";1157;0,533188;13113;3;5;2
"12";1159;0,533188;9550;3;5;2
"13";1169;0,53473;7979;3;5;2
"14";1187;0,534032;8329;3;5;2
"15";1189;0,534289;8495;3;5;2
"16";1217;0,534554;9338;3;5;2
"17";1219;0,533224;11569;3;5;2
"18";1237;0,533188;6993;3;5;2
"19";1239;0,533713;9238;3;5;2
"20";1257;0,533518;13307;3;5;2
"21";1259;0,535623;16975;3;5;2
"22";1277;0,533188;7755;3;5;2
"23";1279;0,533188;8010;3;5;2
"24";1307;0,533188;5915;3;5;2
"25";1309;0,533188;7714;3;5;2
"26";1324;0,533188;7480;3;5;2
"27";1326;0,533799;25407;3;5;2
"28";1328;0,533533;66816;3;5;2
"29";1445;0,652485;34156;4;7;2
"30";1454;0,67926;23262;4;8;2
"31";1458;0,649593;9976;4;7;2
"32";1465;0,533463;20267;3;5;2
"33";1468;0,625387;8575;4;7;2
"34";1471;0,657784;7794;4;7;2
"35";1477;0,657841;4885;4;7;2
"36";1558;0,737389;6104;5;9;3
"37";1561;0,693813;28243;4;8;2
"38";1587;0,763104;3889;5;9;3
"39";1589;0,763129;8157;5;9;3
"40";1591;0,763115;8669;5;9;3
"41";1594;0,738987;15245;5;9;3
"42";1609;0,751166;11893;5;9;3
"43";1612;0,668793;7728;4;8;2
"44";1616;0,736063;3811;5;9;3
"45";1619;0,703211;6035;4;8;2
"46";1623;0,71812;5158;4;8;2
"47";1640;0,685161;20246;4;8;2
"48";1662;0,768102;26618;5;9;3
"49";1665;0,680175;17162;4;8;2
"50";1683;0,720882;10634;5;9;3
"51";1689;0,654319;14176;4;7;2
"52";1705;0,751349;38932;5;9;3
"53";1723;0,677094;13040;4;8;2
"54";1728;0,670796;10574;4;8;2
"55";1731;0,671854;4549;4;8;2
"56";1734;0,706607;4668;4;8;2
"57";1737;0,693387;6642;4;8;2
"58";1738;0,693959;1044;4;8;2
"59";1744;0,703673;14224;4;8;2
"60";1762;0,680309;1093;4;8;2
"61";1768;0,681804;6920;4;8;2
"62";1773;0,714357;5035;4;8;2
"63";1774;0,679918;6862;4;8;2
"64";1776;0,714323;851;4;8;2
"65";1778;0,714498;3141;4;8;2
"66";1796;0,7563;42142;5;9;3
"67";1809;0,751134;24376;5;9;3
"68";1814;0,7564;6043;5;9;3
"69";1816;0,696078;5646;4;8;2
"70";1819;0,696586;2202;4;8;2
"71";1824;0,73662;6234;5;9;3
"72";1825;0,69585;1376;4;8;2
"73";1829;0,716393;1611;4;8;2
"74";1833;0,720279;9967;5;9;3
"75";1844;0,791024;12726;5;10;3
"76";1847;0,717246;3149;4;8;2
"77";1848;0,736535;3422;5;9;3
"78";1855;0,777994;9928;5;9;3
"79";1877;0,784576;19166;5;9;3
"80";1896;0,684466;11499;4;8;2
"81";1900;0,71494;9500;4;8;2
"82";1904;0,771519;7993;5;9;3
"83";1906;0,694318;2669;4;8;2
"84";1909;0,712041;3748;4;8;2
"85";1917;0,764961;15033;5;9;3
"86";1920;0,701587;20434;4;8;2
"87";1936;0,682009;11683;4;8;2
"88";1945;0,825758;12249;5;10;3
"89";1968;0,903667;21240;5;10;3
"90";1979;0,909086;15102;5;10;3
"91";1983;0,891953;8661;5;10;3
"92";1987;0,83824;5533;5;10;3
"93";1990;0,812879;3142;5;10;3
"94";1993;0,88937;1496;5;10;3
"95";1994;0,891802;2385;5;10;3
"96";1996;0,904937;2973;5;10;3
"97";1998;0,891766;1752;5;10;3
"98";2625;0,802565;38931;5;10;3
"99";2627;0,731615;11592;5;9;3
"100";2633;0,726645;5558;5;9;3
"101";2681;0,747402;11608;5;9;3
"102";2689;0,714907;6871;4;8;2
"103";2692;0,720375;6331;5;9;3
"104";2694;0,740549;9257;5;9;3
"105";2699;0,744583;6883;5;9;3
"106";2708;0,803835;27150;5;10;3
"107";2727;0,836093;3411;5;10;3
"108";2730;0,836111;9185;5;10;3
"109";2733;0,742191;4810;5;9;3
"110";2736;0,830264;3570;5;10;3
"111";2739;0,773589;2833;5;9;3
"112";2742;0,786685;3394;5;9;3
"113";2747;0,769852;6242;5;9;3
"114";2748;0,800002;3481;5;10;3
"115";2763;0,818709;15672;5;10;3
"116";2779;0,815793;5237;5;10;3
"117";2782;0,845646;3835;5;10;3
"118";2785;0,784197;5261;5;9;3
"119";2788;0,852649;15785;5;10;3
"120";2791;0,775042;5249;5;9;3
"121";2794;0,795902;3684;5;10;3
"122";2796;0,782993;1589;5;9;3
"123";2797;0,783967;1469;5;9;3
"124";2799;0,815757;2006;5;10;3
"125";2826;0,840065;4868;5;10;3
"126";2827;0,840009;29397;5;10;3
"127";2828;0,839821;19642;5;10;3
"128";2829;0,761968;9605;5;9;3
"129";2894;0,795021;6757;5;10;3
"130";2899;0,812703;4083;5;10;3
"131";2906;0,804298;17063;5;10;3
"132";2923;0,774465;5732;5;9;3
"133";2929;0,802546;4753;5;10;3
"134";2943;0,852199;21606;5;10;3
"135";2953;0,800138;5660;5;10;3
"136";2956;0,810628;3069;5;10;3
"137";2957;0,799669;4497;5;10;3
"138";2959;0,764005;4283;5;9;3
"139";2977;0,797391;33543;5;10;3
"140";2979;0,716228;5932;4;8;2
"141";2991;0,839628;8631;5;10;3
"142";2994;0,781082;6438;5;9;3
"143";2997;0,706737;5843;4;8;2
"144";2999;0,733372;5542;5;9;3
"145";3042;0,760453;12555;5;9;3
"146";3044;0,760437;9270;5;9;3
"147";3046;0,760432;4815;5;9;3
"148";3048;0,760194;5574;5;9;3
"149";3050;0,760453;3698;5;9;3
"150";3051;0,760423;16618;5;9;3
"151";3052;0,760437;18709;5;9;3
"152";3053;0,760449;3988;5;9;3
"153";3054;0,76045;12159;5;9;3
"154";3055;0,760448;11398;5;9;3
"155";3058;0,728072;5235;5;9;3
"156";3096;0,73351;9226;5;9;3
"157";3099;0,709837;9308;4;8;2
"158";3103;0,853814;1844;5;10;3
"159";3116;0,782343;5829;5;9;3
"160";3119;0,861636;3701;5;10;3
"161";3130;0,82475;26549;5;10;3
"162";3149;0,846967;21543;5;10;3
"163";3159;0,813246;4979;5;10;3
"164";3172;0,830118;21347;5;10;3
"165";3185;0,753376;9648;5;9;3
"166";3197;0,75302;1354;5;9;3
"167";3205;0,833997;8506;5;10;3
"168";3222;0,850971;16073;5;10;3
"169";3226;0,834406;8459;5;10;3
"170";3229;0,853926;3350;5;10;3
"171";3238;0,897749;23262;5;10;3
"172";3246;0,846168;1817;5;10;3
"173";3249;0,832318;3391;5;10;3
"174";3253;0,876806;11359;5;10;3
"175";4103;0,758582;8044;5;9;3
"176";4105;0,758582;8859;5;9;3
"177";4107;0,758582;2942;5;9;3
"178";4109;0,758582;4470;5;9;3
"179";4129;0,758582;8373;5;9;3
"180";4155;0,758582;3976;5;9;3
"181";4157;0,758582;7218;5;9;3
"182";4158;0,758593;52750;5;9;3
"183";4159;0,758584;33007;5;9;3
"184";4177;0,758582;5273;5;9;3
"185";4178;0,758583;28753;5;9;3
"186";4179;0,758582;13758;5;9;3
"187";4205;0,758543;11755;5;9;3
"188";4207;0,758519;15796;5;9;3
"189";4209;0,758582;4067;5;9;3
"190";4229;0,758582;10717;5;9;3
"191";4249;0,758529;68440;5;9;3
"192";4275;0,758582;4890;5;9;3
"193";4277;0,758431;15062;5;9;3
"194";4279;0,758403;10644;5;9;3
"195";4288;0,758505;39773;5;9;3
"196";4289;0,758538;11282;5;9;3
"197";4299;0,758582;8298;5;9;3
"198";4315;0,758582;3554;5;9;3
"199";4316;0,758582;17236;5;9;3
"200";4317;0,758582;3812;5;9;3
"201";4318;0,758582;6316;5;9;3
"202";4319;0,758508;31676;5;9;3
"203";4328;0,758582;5732;5;9;3
"204";4329;0,758675;7997;5;9;3
"205";4347;0,758582;13685;5;9;3
"206";4349;0,758586;25416;5;9;3
"207";4356;0,758591;36286;5;9;3
"208";4357;0,758582;9869;5;9;3
"209";4416;0,714298;24485;4;8;2
"210";4420;0,731094;15201;5;9;3
"211";4425;0,765194;15028;5;9;3
"212";4435;0,769068;19304;5;9;3
"213";4442;0,733243;8979;5;9;3
