"";"PLZ5";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1067;0,505123;11225;2;4;2
"2";1069;0,505123;8717;2;4;2
"3";1097;0,505123;5367;2;4;2
"4";1099;0,505284;95509;2;4;2
"5";1108;0,505427;26507;2;4;2
"6";1109;0,505221;40116;2;4;2
"7";1127;0,505123;5137;2;4;2
"8";1129;0,505444;12171;2;4;2
"9";1139;0,507527;13697;2;4;2
"10";1156;0,506132;51424;2;4;2
"11";1157;0,505123;13113;2;4;2
"12";1159;0,505123;9550;2;4;2
"13";1169;0,50676;7979;2;4;2
"14";1187;0,506019;8329;2;4;2
"15";1189;0,506342;8495;2;4;2
"16";1217;0,506924;9338;2;4;2
"17";1219;0,50517;11569;2;4;2
"18";1237;0,505123;6993;2;4;2
"19";1239;0,505812;9238;2;4;2
"20";1257;0,505499;13307;2;4;2
"21";1259;0,50733;16975;2;4;2
"22";1277;0,505123;7755;2;4;2
"23";1279;0,505123;8010;2;4;2
"24";1307;0,505123;5915;2;4;2
"25";1309;0,505123;7714;2;4;2
"26";1324;0,505123;7480;2;4;2
"27";1326;0,505725;25407;2;4;2
"28";1328;0,505526;66816;2;4;2
"29";1445;0,683361;34156;4;8;2
"30";1454;0,684097;23262;4;8;2
"31";1458;0,659569;9976;4;8;2
"32";1465;0,50548;20267;2;4;2
"33";1468;0,66967;8575;4;8;2
"34";1471;0,674894;7794;4;8;2
"35";1477;0,659413;4885;4;8;2
"36";1558;0,750619;6104;5;9;3
"37";1561;0,719806;28243;5;9;3
"38";1587;0,769354;3889;5;10;3
"39";1589;0,7694;8157;5;10;3
"40";1591;0,7694;8669;5;10;3
"41";1594;0,759756;15245;5;9;3
"42";1609;0,776974;11893;5;10;3
"43";1612;0,70427;7728;5;9;3
"44";1616;0,764067;3811;5;10;3
"45";1619;0,688828;6035;5;9;3
"46";1623;0,738307;5158;5;9;3
"47";1640;0,696487;20246;5;9;3
"48";1662;0,755354;26618;5;9;3
"49";1665;0,712384;17162;5;9;3
"50";1683;0,742433;10634;5;9;3
"51";1689;0,690456;14176;5;9;3
"52";1705;0,736729;38932;5;9;3
"53";1723;0,688893;13040;5;9;3
"54";1728;0,685691;10574;4;8;2
"55";1731;0,68424;4549;4;8;2
"56";1734;0,703657;4668;5;9;3
"57";1737;0,691776;6642;5;9;3
"58";1738;0,689914;1044;5;9;3
"59";1744;0,699699;14224;5;9;3
"60";1762;0,675662;1093;4;8;2
"61";1768;0,681434;6920;4;8;2
"62";1773;0,707074;5035;5;9;3
"63";1774;0,675184;6862;4;8;2
"64";1776;0,707069;851;5;9;3
"65";1778;0,707151;3141;5;9;3
"66";1796;0,725923;42142;5;9;3
"67";1809;0,716263;24376;5;9;3
"68";1814;0,728642;6043;5;9;3
"69";1816;0,677246;5646;4;8;2
"70";1819;0,67779;2202;4;8;2
"71";1824;0,723732;6234;5;9;3
"72";1825;0,677397;1376;4;8;2
"73";1829;0,703366;1611;5;9;3
"74";1833;0,707826;9967;5;9;3
"75";1844;0,769445;12726;5;10;3
