"";"PLZ5";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1067;0,524393;11225;3;5;2
"2";1069;0,524393;8717;3;5;2
"3";1097;0,524393;5367;3;5;2
"4";1099;0,524538;95509;3;5;2
"5";1108;0,524681;26507;3;5;2
"6";1109;0,524488;40116;3;5;2
"7";1127;0,524393;5137;3;5;2
"8";1129;0,524721;12171;3;5;2
"9";1139;0,526887;13697;3;5;2
"10";1156;0,525373;51424;3;5;2
"11";1157;0,524393;13113;3;5;2
"12";1159;0,524393;9550;3;5;2
"13";1169;0,525974;7979;3;5;2
"14";1187;0,525258;8329;3;5;2
"15";1189;0,525516;8495;3;5;2
"16";1217;0,525753;9338;3;5;2
"17";1219;0,524429;11569;3;5;2
"18";1237;0,524393;6993;3;5;2
"19";1239;0,524916;9238;3;5;2
"20";1257;0,524715;13307;3;5;2
"21";1259;0,526595;16975;3;5;2
"22";1277;0,524393;7755;3;5;2
"23";1279;0,524393;8010;3;5;2
"24";1307;0,524393;5915;3;5;2
"25";1309;0,524393;7714;3;5;2
"26";1324;0,524393;7480;3;5;2
"27";1326;0,524987;25407;3;5;2
"28";1328;0,524761;66816;3;5;2
"29";1445;0,709294;34156;5;9;3
"30";1454;0,681343;23262;4;8;2
"31";1458;0,651496;9976;4;8;2
"32";1465;0,524691;20267;3;5;2
"33";1468;0,684715;8575;4;8;2
"34";1471;0,69109;7794;5;9;3
"35";1477;0,66715;4885;4;8;2
"36";1558;0,797149;6104;5;10;3
"37";1561;0,74562;28243;5;9;3
"38";1587;0,810212;3889;5;10;3
"39";1589;0,810234;8157;5;10;3
"40";1591;0,810205;8669;5;10;3
"41";1594;0,794051;15245;5;10;3
"42";1609;0,818318;11893;5;10;3
"43";1612;0,734121;7728;5;9;3
"44";1616;0,780525;3811;5;10;3
"45";1619;0,757954;6035;5;9;3
"46";1623;0,757301;5158;5;9;3
"47";1640;0,726588;20246;5;9;3
"48";1662;0,797088;26618;5;10;3
"49";1665;0,730914;17162;5;9;3
"50";1683;0,766569;10634;5;10;3
"51";1689;0,705618;14176;5;9;3
"52";1705;0,748011;38932;5;9;3
"53";1723;0,65341;13040;4;8;2
"54";1728;0,661416;10574;4;8;2
"55";1731;0,662543;4549;4;8;2
"56";1734;0,690577;4668;4;8;2
"57";1737;0,68217;6642;4;8;2
"58";1738;0,684824;1044;4;8;2
"59";1744;0,689632;14224;4;8;2
"60";1762;0,6456;1093;4;8;2
"61";1768;0,675111;6920;4;8;2
"62";1773;0,698599;5035;5;9;3
"63";1774;0,644537;6862;4;8;2
"64";1776;0,698757;851;5;9;3
"65";1778;0,69871;3141;5;9;3
"66";1796;0,742035;42142;5;9;3
"67";1809;0,726161;24376;5;9;3
"68";1814;0,743319;6043;5;9;3
"69";1816;0,680813;5646;4;8;2
"70";1819;0,68136;2202;4;8;2
"71";1824;0,733715;6234;5;9;3
"72";1825;0,680719;1376;4;8;2
"73";1829;0,714116;1611;5;9;3
"74";1833;0,701638;9967;5;9;3
"75";1844;0,78587;12726;5;10;3
"76";1847;0,714704;3149;5;9;3
"77";1848;0,724475;3422;5;9;3
"78";1855;0,75571;9928;5;9;3
"79";1877;0,825196;19166;5;10;3
"80";1896;0,630468;11499;4;7;2
"81";1900;0,63544;9500;4;7;2
"82";1904;0,764614;7993;5;10;3
"83";1906;0,68622;2669;4;8;2
"84";1909;0,696425;3748;5;9;3
"85";1917;0,788524;15033;5;10;3
"86";1920;0,702489;20434;5;9;3
"87";1936;0,686623;11683;4;8;2
"88";1945;0,72804;12249;5;9;3
"89";1968;0,811375;21240;5;10;3
"90";1979;0,819309;15102;5;10;3
"91";1983;0,819824;8661;5;10;3
"92";1987;0,75435;5533;5;9;3
"93";1990;0,717308;3142;5;9;3
"94";1993;0,806285;1496;5;10;3
"95";1994;0,809216;2385;5;10;3
"96";1996;0,812193;2973;5;10;3
"97";1998;0,808781;1752;5;10;3
"98";2625;0,782404;38931;5;10;3
"99";2627;0,732754;11592;5;9;3
"100";2633;0,726594;5558;5;9;3
"101";2681;0,759628;11608;5;9;3
"102";2689;0,761289;6871;5;9;3
"103";2692;0,726579;6331;5;9;3
"104";2694;0,734909;9257;5;9;3
"105";2699;0,771856;6883;5;10;3
"106";2708;0,810302;27150;5;10;3
"107";2727;0,848079;3411;5;10;3
"108";2730;0,848111;9185;5;10;3
"109";2733;0,773329;4810;5;10;3
"110";2736;0,834624;3570;5;10;3
"111";2739;0,794036;2833;5;10;3
"112";2742;0,811736;3394;5;10;3
"113";2747;0,788109;6242;5;10;3
"114";2748;0,798781;3481;5;10;3
"115";2763;0,847048;15672;5;10;3
"116";2779;0,833098;5237;5;10;3
"117";2782;0,829522;3835;5;10;3
"118";2785;0,815584;5261;5;10;3
"119";2788;0,879262;15785;5;10;3
"120";2791;0,797436;5249;5;10;3
"121";2794;0,804438;3684;5;10;3
"122";2796;0,814352;1589;5;10;3
"123";2797;0,81537;1469;5;10;3
"124";2799;0,833122;2006;5;10;3
"125";2826;0,863489;4868;5;10;3
"126";2827;0,863408;29397;5;10;3
"127";2828;0,863175;19642;5;10;3
"128";2829;0,757383;9605;5;9;3
"129";2894;0,79446;6757;5;10;3
"130";2899;0,831932;4083;5;10;3
"131";2906;0,792878;17063;5;10;3
"132";2923;0,772182;5732;5;10;3
"133";2929;0,785979;4753;5;10;3
"134";2943;0,860623;21606;5;10;3
"135";2953;0,802436;5660;5;10;3
"136";2956;0,812894;3069;5;10;3
"137";2957;0,809691;4497;5;10;3
"138";2959;0,77837;4283;5;10;3
"139";2977;0,843862;33543;5;10;3
"140";2979;0,745015;5932;5;9;3
"141";2991;0,879713;8631;5;10;3
"142";2994;0,804042;6438;5;10;3
"143";2997;0,731556;5843;5;9;3
"144";2999;0,766977;5542;5;10;3
"145";3042;0,698207;12555;5;9;3
"146";3044;0,698185;9270;5;9;3
"147";3046;0,698179;4815;5;9;3
"148";3048;0,697867;5574;5;9;3
"149";3050;0,698207;3698;5;9;3
"150";3051;0,698167;16618;5;9;3
"151";3052;0,698183;18709;5;9;3
"152";3053;0,698195;3988;5;9;3
"153";3054;0,698197;12159;5;9;3
"154";3055;0,698199;11398;5;9;3
"155";3058;0,655289;5235;4;8;2
"156";3096;0,656241;9226;4;8;2
"157";3099;0,631661;9308;4;7;2
"158";3103;0,764183;1844;5;9;3
"159";3116;0,723995;5829;5;9;3
"160";3119;0,800863;3701;5;10;3
"161";3130;0,753715;26549;5;9;3
"162";3149;0,757757;21543;5;9;3
"163";3159;0,723539;4979;5;9;3
"164";3172;0,765983;21347;5;10;3
"165";3185;0,674553;9648;4;8;2
"166";3197;0,673651;1354;4;8;2
"167";3205;0,738073;8506;5;9;3
"168";3222;0,776091;16073;5;10;3
"169";3226;0,771174;8459;5;10;3
"170";3229;0,764212;3350;5;9;3
"171";3238;0,799742;23262;5;10;3
"172";3246;0,761088;1817;5;9;3
"173";3249;0,749294;3391;5;9;3
"174";3253;0,771343;11359;5;10;3
"175";4103;0,736104;8044;5;9;3
"176";4105;0,736104;8859;5;9;3
"177";4107;0,736104;2942;5;9;3
"178";4109;0,736104;4470;5;9;3
"179";4129;0,736104;8373;5;9;3
"180";4155;0,736104;3976;5;9;3
"181";4157;0,736104;7218;5;9;3
"182";4158;0,736126;52750;5;9;3
"183";4159;0,736108;33007;5;9;3
"184";4177;0,736104;5273;5;9;3
"185";4178;0,73611;28753;5;9;3
"186";4179;0,736104;13758;5;9;3
"187";4205;0,736081;11755;5;9;3
"188";4207;0,736066;15796;5;9;3
"189";4209;0,736104;4067;5;9;3
"190";4229;0,736104;10717;5;9;3
"191";4249;0,736103;68440;5;9;3
"192";4275;0,736104;4890;5;9;3
"193";4277;0,736069;15062;5;9;3
"194";4279;0,736062;10644;5;9;3
"195";4288;0,736063;39773;5;9;3
"196";4289;0,736094;11282;5;9;3
"197";4299;0,736104;8298;5;9;3
"198";4315;0,736104;3554;5;9;3
"199";4316;0,736104;17236;5;9;3
"200";4317;0,736104;3812;5;9;3
"201";4318;0,736104;6316;5;9;3
"202";4319;0,73597;31676;5;9;3
"203";4328;0,736104;5732;5;9;3
"204";4329;0,736779;7997;5;9;3
"205";4347;0,736104;13685;5;9;3
"206";4349;0,736136;25416;5;9;3
"207";4356;0,736135;36286;5;9;3
"208";4357;0,736104;9869;5;9;3
"209";4416;0,725798;24485;5;9;3
"210";4420;0,719689;15201;5;9;3
"211";4425;0,784733;15028;5;10;3
"212";4435;0,755748;19304;5;9;3
"213";4442;0,763256;8979;5;9;3
"214";4451;0,593325;8398;4;7;2
"215";4463;0,686188;5563;4;8;2
"216";4509;0,843088;39058;5;10;3
"217";4519;0,824161;5123;5;10;3
"218";4523;0,776922;7671;5;10;3
"219";4539;0,799332;7653;5;10;3
"220";4552;0,831409;18916;5;10;3
"221";4564;0,797677;6999;5;10;3
"222";4565;0,838132;4007;5;10;3
"223";4567;0,862563;4995;5;10;3
"224";4571;0,782038;6295;5;10;3
"225";4575;0,811349;6621;5;10;3
"226";4600;0,873145;32139;5;10;3
"227";4603;0,794896;9111;5;10;3
"228";4610;0,843652;10340;5;10;3
"229";4613;0,852619;3798;5;10;3
"230";4617;0,800907;10536;5;10;3
"231";4618;0,760208;3522;5;9;3
"232";4626;0,796102;18202;5;10;3
"233";4639;0,800045;5255;5;10;3
"234";4643;0,780048;7160;5;10;3
"235";4651;0,761018;8072;5;9;3
"236";4654;0,778358;13127;5;10;3
"237";4668;0,774127;33171;5;10;3
"238";4680;0,786673;8773;5;10;3
"239";4683;0,717675;12065;5;9;3
"240";4687;0,751959;3919;5;9;3
"241";4703;0,761663;8448;5;9;3
"242";4720;0,750644;28013;5;9;3
"243";4736;0,786752;9093;5;10;3
"244";4741;0,793478;7467;5;10;3
"245";4746;0,773059;7466;5;10;3
"246";4749;0,732392;3706;5;9;3
"247";4758;0,815785;20920;5;10;3
"248";4769;0,823322;7712;5;10;3
"249";4774;0,816509;4338;5;10;3
"250";4779;0,79646;5402;5;10;3
"251";4808;0,778626;25960;5;10;3
"252";4821;0,724227;6802;5;9;3
"253";4824;0,724409;2427;5;9;3
"254";4827;0,684592;4274;4;8;2
"255";4828;0,716492;7386;5;9;3
"256";4838;0,849357;26508;5;10;3
"257";4849;0,848053;10606;5;10;3
"258";4860;0,877637;12859;5;10;3
"259";4861;0,877901;9063;5;10;3
"260";4862;0,825472;4946;5;10;3
"261";4874;0,835998;4151;5;10;3
"262";4880;0,826474;5382;5;10;3
"263";4886;0,870752;6337;5;10;3
"264";4889;0,836913;3846;5;10;3
"265";4895;0,756285;9585;5;9;3
"266";4910;0,772059;8011;5;10;3
"267";4916;0,727518;12565;5;9;3
"268";4924;0,744943;9605;5;9;3
"269";4928;0,745868;3417;5;9;3
"270";4931;0,763896;4544;5;9;3
"271";4932;0,716887;8701;5;9;3
"272";4934;0,745569;2058;5;9;3
"273";4936;0,739817;5068;5;9;3
"274";4938;0,733827;1681;5;9;3
"275";6108;0,872619;6380;5;10;3
"276";6110;0,872619;7193;5;10;3
"277";6112;0,872619;17264;5;10;3
"278";6114;0,872619;5445;5;10;3
"279";6116;0,872521;36139;5;10;3
"280";6118;0,872568;36182;5;10;3
"281";6120;0,872524;42967;5;10;3
"282";6122;0,872619;3620;5;10;3
"283";6124;0,872551;11811;5;10;3
"284";6126;0,872476;9713;5;10;3
"285";6128;0,872611;12891;5;10;3
"286";6130;0,872619;5733;5;10;3
"287";6132;0,872584;33983;5;10;3
