"";"PLZ5";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1067;0,531113;11225;2;4;2
"2";1069;0,531113;8717;2;4;2
"3";1097;0,531113;5367;2;4;2
"4";1099;0,531305;95509;2;4;2
"5";1108;0,531301;26507;2;4;2
"6";1109;0,531175;40116;2;4;2
"7";1127;0,531113;5137;2;4;2
"8";1129;0,53135;12171;2;4;2
"9";1139;0,532966;13697;2;4;2
"10";1156;0,531914;51424;2;4;2
"11";1157;0,531113;13113;2;4;2
"12";1159;0,531113;9550;2;4;2
"13";1169;0,532439;7979;2;4;2
"14";1187;0,531839;8329;2;4;2
"15";1189;0,532045;8495;2;4;2
"16";1217;0,53218;9338;2;4;2
"17";1219;0,531141;11569;2;4;2
"18";1237;0,531113;6993;2;4;2
"19";1239;0,531503;9238;2;4;2
"20";1257;0,531367;13307;2;4;2
"21";1259;0,533069;16975;2;4;2
"22";1277;0,531113;7755;2;4;2
"23";1279;0,531113;8010;2;4;2
"24";1307;0,531113;5915;2;4;2
"25";1309;0,531113;7714;2;4;2
"26";1324;0,531113;7480;2;4;2
"27";1326;0,531658;25407;2;4;2
"28";1328;0,531548;66816;2;4;2
"29";1445;0,668488;34156;4;7;2
"30";1454;0,729163;23262;4;8;2
"31";1458;0,605255;9976;3;6;2
"32";1465;0,531352;20267;2;4;2
"33";1468;0,633318;8575;4;7;2
"34";1471;0,642302;7794;4;7;2
"35";1477;0,627143;4885;4;7;2
"36";1558;0,762698;6104;5;9;3
"37";1561;0,708291;28243;4;8;2
"38";1587;0,862834;3889;5;10;3
"39";1589;0,862875;8157;5;10;3
"40";1591;0,862772;8669;5;10;3
"41";1594;0,810742;15245;5;10;3
"42";1609;0,762197;11893;5;9;3
"43";1612;0,697103;7728;4;8;2
"44";1616;0,755623;3811;5;9;3
"45";1619;0,740168;6035;5;9;3
"46";1623;0,724342;5158;4;8;2
"47";1640;0,684862;20246;4;8;2
"48";1662;0,760707;26618;5;9;3
"49";1665;0,691049;17162;4;8;2
"50";1683;0,706653;10634;4;8;2
"51";1689;0,655946;14176;4;7;2
"52";1705;0,718658;38932;4;8;2
"53";1723;0,584972;13040;3;6;2
"54";1728;0,638716;10574;4;7;2
"55";1731;0,62297;4549;4;7;2
"56";1734;0,656687;4668;4;7;2
"57";1737;0,641772;6642;4;7;2
"58";1738;0,649504;1044;4;7;2
"59";1744;0,669167;14224;4;8;2
"60";1762;0,61229;1093;3;6;2
"61";1768;0,648763;6920;4;7;2
"62";1773;0,673914;5035;4;8;2
"63";1774;0,610745;6862;3;6;2
"64";1776;0,673979;851;4;8;2
"65";1778;0,673916;3141;4;8;2
"66";1796;0,729214;42142;4;8;2
"67";1809;0,705413;24376;4;8;2
"68";1814;0,715494;6043;4;8;2
"69";1816;0,614682;5646;3;6;2
"70";1819;0,615984;2202;3;6;2
"71";1824;0,702812;6234;4;8;2
"72";1825;0,61532;1376;3;6;2
"73";1829;0,683496;1611;4;8;2
"74";1833;0,660335;9967;4;7;2
"75";1844;0,743392;12726;5;9;3
"76";1847;0,684417;3149;4;8;2
"77";1848;0,659037;3422;4;7;2
"78";1855;0,719559;9928;4;8;2
"79";1877;0,845649;19166;5;10;3
"80";1896;0,62886;11499;4;7;2
"81";1900;0,629055;9500;4;7;2
"82";1904;0,762081;7993;5;9;3
"83";1906;0,688707;2669;4;8;2
"84";1909;0,687938;3748;4;8;2
"85";1917;0,761402;15033;5;9;3
"86";1920;0,691121;20434;4;8;2
"87";1936;0,687848;11683;4;8;2
"88";1945;0,74995;12249;5;9;3
"89";1968;0,835905;21240;5;10;3
"90";1979;0,841935;15102;5;10;3
"91";1983;0,855689;8661;5;10;3
"92";1987;0,780576;5533;5;9;3
"93";1990;0,72424;3142;4;8;2
"94";1993;0,834654;1496;5;10;3
"95";1994;0,838016;2385;5;10;3
"96";1996;0,836378;2973;5;10;3
"97";1998;0,837308;1752;5;10;3
"98";2625;0,777729;38931;5;9;3
"99";2627;0,71397;11592;4;8;2
"100";2633;0,721162;5558;4;8;2
"101";2681;0,757059;11608;5;9;3
"102";2689;0,762051;6871;5;9;3
"103";2692;0,693035;6331;4;8;2
"104";2694;0,724169;9257;4;8;2
"105";2699;0,761047;6883;5;9;3
"106";2708;0,777246;27150;5;9;3
"107";2727;0,818035;3411;5;10;3
"108";2730;0,818091;9185;5;10;3
"109";2733;0,760252;4810;5;9;3
