"";"PLZ5";"GISD_Score";"Bevölkerung";"GISD_5";"GISD_10";"GISD_k"
"1";1067;0,548114;11225;3;5;2
"2";1069;0,548114;8717;3;5;2
"3";1097;0,548114;5367;3;5;2
"4";1099;0,548241;95509;3;5;2
"5";1108;0,548326;26507;3;5;2
"6";1109;0,548172;40116;3;5;2
"7";1127;0,548114;5137;3;5;2
"8";1129;0,548311;12171;3;5;2
"9";1139;0,549641;13697;3;5;2
"10";1156;0,548991;51424;3;5;2
"11";1157;0,548114;13113;3;5;2
"12";1159;0,548114;9550;3;5;2
"13";1169;0,549612;7979;3;5;2
"14";1187;0,548934;8329;3;5;2
"15";1189;0,549173;8495;3;5;2
"16";1217;0,549363;9338;3;5;2
"17";1219;0,548146;11569;3;5;2
"18";1237;0,548114;6993;3;5;2
"19";1239;0,548596;9238;3;5;2
"20";1257;0,548424;13307;3;5;2
"21";1259;0,550412;16975;3;5;2
"22";1277;0,548114;7755;3;5;2
"23";1279;0,548114;8010;3;5;2
"24";1307;0,548114;5915;3;5;2
"25";1309;0,548114;7714;3;5;2
"26";1324;0,548114;7480;3;5;2
"27";1326;0,548698;25407;3;5;2
"28";1328;0,548439;66816;3;5;2
"29";1445;0,661396;34156;4;7;2
"30";1454;0,685571;23262;4;8;2
"31";1458;0,664361;9976;4;7;2
"32";1465;0,548383;20267;3;5;2
"33";1468;0,637829;8575;4;7;2
"34";1471;0,664266;7794;4;7;2
"35";1477;0,671556;4885;4;7;2
"36";1558;0,73969;6104;5;9;3
"37";1561;0,700625;28243;4;8;2
"38";1587;0,770014;3889;5;9;3
"39";1589;0,770033;8157;5;9;3
"40";1591;0,770017;8669;5;9;3
"41";1594;0,743849;15245;5;9;3
"42";1609;0,758157;11893;5;9;3
"43";1612;0,676239;7728;4;7;2
"44";1616;0,739029;3811;5;9;3
"45";1619;0,719355;6035;4;8;2
"46";1623;0,706769;5158;4;8;2
"47";1640;0,683074;20246;4;7;2
"48";1662;0,762636;26618;5;9;3
"49";1665;0,680617;17162;4;7;2
"50";1683;0,721107;10634;4;8;2
"51";1689;0,651047;14176;4;7;2
"52";1705;0,760142;38932;5;9;3
"53";1723;0,688884;13040;4;8;2
"54";1728;0,674056;10574;4;7;2
"55";1731;0,67665;4549;4;7;2
